feature,importance_mean,importance_std
vehicle_age,1734.4781499110204,237.5154870433298
log_mileage,772.5779396733792,158.93995769990084
city,319.1787416202925,87.43353218993687
make,229.27501619689525,69.75513490995563
model,229.11341279089248,59.630646101829484
condition,210.74701737103132,38.98878796343199
type,154.7076198663828,32.82750695968269
cylinders,146.0113449969837,71.5899073207554
fuel,127.82978906878738,33.76443313533691
seller_type,61.04124826160811,26.31492571989787
drive,49.6999740719315,26.081153924518187
zip_prefix,7.197776517266902,3.3872639603025276
state,1.935894103543069,0.9262504443403579
title_status,0.0027186425017741082,0.4176862782695258
transmission,-3.637728953055375,4.336856858580688
