feature,importance_mean,importance_std
vehicle_age,1402.133161464683,110.15630283786648
log_mileage,775.4703909707516,62.483045101115366
condition,237.2527284971215,40.81595491747203
city,225.74893170504888,41.20787362121726
cylinders,213.52184992727877,49.66958794252407
make,162.4012814706794,32.012076899013124
fuel,149.49794590164802,36.485362284126076
seller_type,128.94309020363696,20.078752593981076
model,115.56376201697594,27.86950144931529
type,73.45251000762977,18.298614696310626
drive,68.12760983228699,18.483232674395417
state,10.997597242160857,4.543260605096386
zip_prefix,4.167564590133073,2.4368955757960533
title_status,-5.456968210637569e-13,6.032905349193971e-13
transmission,-8.986111558846854,4.360736989684116
