feature,importance_mean,importance_std
city,980.925210429293,129.42028474577654
vehicle_age,663.9453245700448,79.9575080226865
year_num,609.1494616333362,78.41725597491498
condition,399.4723879433633,67.71821823611735
seller_type,398.23455284629995,65.50990639071564
log_mileage,375.8357801893126,51.57689772625977
mileage_num,326.96175784718656,65.96647951825369
cylinders,168.09248863721754,47.3096744566531
fuel,163.1473492714829,46.20884375373806
make,135.59841506950318,51.107780693097546
model,114.19450825787196,61.498512238089106
type,60.02744063517912,22.802406670704684
drive,40.61717327436063,34.05383758206582
state,37.7585081994965,26.78239455268129
zip_prefix,18.79565466209745,12.255273792051291
transmission,2.159786163470168,11.203145728324126
title_status,6.366462912410497e-13,2.778552210023821e-13
