feature,importance_mean,importance_std
vehicle_age,1450.1553783508666,76.11547486845771
log_mileage,862.927883826899,149.18314840088604
make,213.33954028657115,51.486740656314446
cylinders,201.02093812464653,45.22459607948219
city,182.88003514041017,43.19923401191461
condition,160.29384302457865,35.874834244719864
fuel,112.1916030899466,25.921893847114124
seller_type,89.31768470139016,29.062473016016042
model,86.67141737863864,27.338375083860406
drive,62.34271579744566,15.267722578111336
type,61.125909083441975,19.551578257172352
state,5.206692202555739,3.11094980170119
zip_prefix,2.5497814270867822,4.447883244691739
title_status,-3.941143707682689e-13,3.2651859068419097e-13
transmission,-4.418853088821531,2.856627927819687
