feature,importance_mean,importance_std
vehicle_age,559.8473107587641,54.013779956421466
year_num,552.0932055274073,52.655287725331384
mileage_num,373.10105697548613,36.68848726963579
log_mileage,345.6114201096999,45.48567509587985
city,318.3686453910639,64.79709456609592
condition,140.35998498481104,36.422212658965236
seller_type,112.31626933331897,21.493206028068386
make,99.08037446344018,32.82438233611586
fuel,87.32145969526313,17.017948492020682
model,71.04421372793395,29.363332036550158
type,67.63825457962476,21.18434720616453
cylinders,61.377828779537595,19.98647063919476
drive,46.895836658307054,10.340610647413449
title_status,-5.760133111228545e-13,4.2225984474450406e-13
zip_prefix,-7.579122514774402e-13,3.5870954786633566e-13
state,-0.8873485472559575,0.9380015962954346
transmission,-15.55817291233534,3.346508691243581
