feature,importance_mean,importance_std
mileage_num,1086.3650183150182,129.7907353707256
log_mileage,961.6598241758239,110.32783539258833
year_num,629.3213870573874,75.51404230291882
vehicle_age,622.2055213675216,71.25760375983664
make,308.1290476190479,36.42750178106967
condition,249.58168986568998,65.15000802288084
fuel,210.6286031746032,46.734907296682096
model,85.63816849816843,20.618048384488226
transmission,13.914661782661703,5.696332252598162
title_status,0.5053724053723878,0.44739181130581607
seller_type,0.0,0.0
drive,0.0,0.0
type,0.0,0.0
zip_prefix,0.0,0.0
city,0.0,0.0
state,0.0,0.0
cylinders,0.0,0.0
