feature,importance_mean,importance_std
log_mileage,1782.691584876905,155.25289164331318
vehicle_age,988.5935906792862,99.59734348815226
condition,503.73595426222386,120.06362336455861
city,481.7346888069311,77.39355074147198
cylinders,425.2366371937307,111.21256813304655
type,199.61734930204517,75.46119330674185
drive,170.02666861332273,85.48620245295655
fuel,68.8513836696088,41.07512226734564
make,66.59480663796197,23.751656649314004
model,54.27035201682084,27.734583869693424
year_num,14.560336797934784,16.380910388558124
transmission,1.8658896484888827,1.7005514362989662
title_status,0.0,0.0
zip_prefix,0.0,0.0
state,0.0,0.0
mileage_num,0.0,0.0
seller_type,-32.41994578781753,24.913424422679405
