feature,importance_mean,importance_std
year_num,489.8756854806847,74.70773485214258
vehicle_age,484.83005666476686,65.66485272588147
city,359.50981001978255,70.79666327693793
mileage_num,221.1496324421343,52.04774733363405
log_mileage,188.5932014749714,50.91631935389242
condition,154.4532769345895,29.28009302313193
seller_type,111.16447484922286,25.685003555467862
make,101.82744489731961,31.093041304022677
fuel,100.62449468228102,22.634245197196602
type,76.51673676226704,17.280185113450145
cylinders,64.57806631138861,15.378395428771283
drive,43.95381156081339,10.627486438567924
model,20.278439208992857,19.376428447935123
state,1.7148821601921553,1.4322240456655442
zip_prefix,-1.8189894035458566e-13,3.6379788070917137e-13
title_status,-3.0316490059097606e-13,5.423178608907109e-13
transmission,-15.799394554411174,4.550864239951386
