feature,importance_mean,importance_std
city,646.8896606067839,84.40508250284603
condition,340.9145659753829,65.20849180710378
mileage_num,212.73003201141074,37.39306034160266
year_num,198.08746777202867,42.77465832547258
vehicle_age,160.87742832932423,34.31378938942297
fuel,129.21134488230672,40.5260049488695
drive,123.64759908680686,38.86991072290495
seller_type,70.02671898564276,11.31324312495342
cylinders,57.85569704750081,8.295120383912995
log_mileage,48.39144938260136,12.171447896366715
model,47.37477294689009,21.601462367519392
type,39.6200286895563,14.461203034437597
make,25.95724795004262,21.989697938090234
zip_prefix,3.637978807091713e-13,6.473830733758291e-13
title_status,6.063298011819522e-14,2.2686783794136266e-13
transmission,-0.783853907488871,3.6140397627989724
state,-2.436426785708318,3.358370184254564
