feature,importance_mean,importance_std
vehicle_age,1897.8646577590669,161.09933971918588
log_mileage,1454.306919416727,158.82953994923605
condition,511.42950006885366,125.30112053490464
cylinders,283.4200282511767,50.65800032656467
type,237.8804344067966,43.77381947773912
fuel,218.81773874595936,44.987139744613465
model,214.21036983941914,72.13469676713811
seller_type,146.46138458019752,30.23607175918025
city,87.44856876313794,44.26924860333912
year_num,77.19210699653595,13.716813077276484
drive,55.71353616608576,17.334923776826948
make,22.1335917410884,15.523543723571557
transmission,18.04459480973237,10.239225144257855
state,10.006963203507075,3.9068889035692083
title_status,0.0,0.0
zip_prefix,0.0,0.0
mileage_num,0.0,0.0
