feature,importance_mean,importance_std
year_num,574.5545824974963,99.04335418158453
vehicle_age,468.78249508170217,84.89786463535248
mileage_num,332.5222389351077,72.36743163458405
city,312.53909713534205,70.52965646015967
log_mileage,307.32813466557104,62.627653096112056
condition,169.99297656314863,35.945662757236285
cylinders,121.0816822146747,31.057471700030973
seller_type,113.71175894484489,17.328999547869447
type,99.9583201560718,41.162350559134396
make,98.7497272736944,35.42898402786154
fuel,80.9231036898546,27.603256102212512
drive,65.19460893944564,13.97198605860812
model,35.5171986566774,24.98270204318663
state,0.12409967182805606,0.8401160378692624
title_status,4.850638409455617e-13,2.60792308443422e-13
zip_prefix,3.637978807091713e-13,3.78652839475059e-13
transmission,-14.220812182509054,5.301485965050145
