feature,importance_mean,importance_std
mileage_num,1000.6780923386377,86.51338376612674
log_mileage,938.4536099355287,111.98544381031796
vehicle_age,696.4350057122608,95.00974508830824
year_num,587.9676850134122,81.01098827918541
condition,247.6575198598471,48.17770908497938
fuel,198.37330623188765,30.40121581834202
make,164.89062639639846,43.35962212372828
model,57.54388020481468,22.47083872710427
transmission,23.766039402833243,16.05869617568531
seller_type,0.0,0.0
type,0.0,0.0
title_status,0.0,0.0
drive,0.0,0.0
zip_prefix,0.0,0.0
city,0.0,0.0
state,0.0,0.0
cylinders,0.0,0.0
