feature,importance_mean,importance_std
log_mileage,1374.616174792832,187.12918554089958
vehicle_age,1320.1341766894486,145.6240882640886
city,495.3717449676828,68.64317683223888
model,254.17155642013282,113.83228917121181
cylinders,217.13794460257728,68.65165055049663
seller_type,162.54861772634044,54.66057973057974
type,147.79523132311292,151.39054469554966
drive,127.44284617078422,52.11875258582061
condition,95.14898282968521,64.96827784324654
fuel,82.34125179971925,57.55518351756921
make,18.3097753014099,38.91988468585949
year_num,2.2158123819155664,20.587669705909754
state,1.7087100173820242,13.918491255419513
zip_prefix,0.0,0.0
title_status,0.0,0.0
mileage_num,0.0,0.0
transmission,-17.838349272146843,19.633527127745623
