feature,importance_mean,importance_std
vehicle_age,960.7107133666676,111.48462753671487
condition,675.9058308940541,97.49363971909825
city,547.0670167383233,86.16417184354405
log_mileage,439.6574267084778,69.22347290758499
model,366.7222510979979,101.44204701634105
make,350.53616172875024,65.64576038501872
cylinders,239.62117958461178,39.27600670109138
fuel,209.04356751369622,36.33036684129194
seller_type,143.88090815765972,54.22126328195251
drive,105.99480990537789,19.253845513106523
type,75.4939467446949,56.74812731503697
zip_prefix,57.048269106224446,21.372517434286635
state,4.661947639060357,11.722700648869763
title_status,-1.8189894035458566e-13,4.925846590677466e-13
transmission,-15.68065082598326,7.608286948776323
