feature,importance_mean,importance_std
mileage_num,860.4502372137629,98.07028177994842
log_mileage,830.2260069547032,91.76482931060443
vehicle_age,710.0159333699536,82.15915950067642
year_num,509.4880470858064,69.12643015487733
condition,355.74515182548174,57.13179478044524
make,218.81560025987753,46.321124007864974
fuel,115.90913949537183,23.910826700801607
model,37.13178729481406,16.75837335899216
transmission,31.43600761986569,27.252362617930434
seller_type,0.0,0.0
type,0.0,0.0
title_status,0.0,0.0
drive,0.0,0.0
zip_prefix,0.0,0.0
city,0.0,0.0
state,0.0,0.0
cylinders,0.0,0.0
