feature,importance_mean,importance_std
vehicle_age,1479.879984903923,192.53863638587424
log_mileage,931.139085643299,193.09655749945904
condition,223.2339712399365,69.61270946766103
cylinders,202.86356469865524,62.49381636084476
model,201.30940586934724,68.0073535825235
type,185.90204064121502,127.74887582958564
seller_type,95.89394385528558,89.35795433616435
drive,77.22775915812414,61.10300424498847
fuel,76.90049337506603,25.307034438752957
transmission,12.763927578220592,13.070049725869085
mileage_num,0.0,0.0
title_status,0.0,0.0
zip_prefix,0.0,0.0
year_num,-27.6963743872142,38.67038940422783
city,-72.24027552239944,74.49912733418678
state,-74.71978746490464,9.05939643214718
make,-94.59511460010965,61.52477669560542
