feature,importance_mean,importance_std
city,700.7959924892441,137.1688516189971
year_num,563.7820198329465,90.05918148494722
vehicle_age,507.5618262450149,78.03718968740566
condition,478.6774101851982,126.35255078907556
log_mileage,233.60397662238617,37.961045334922495
mileage_num,183.95146909494684,63.78815862864028
fuel,172.6159515015182,52.253348007566224
seller_type,150.5524896437401,35.341280651477845
make,140.90183845125438,58.07230524513081
cylinders,102.99025636324123,28.20414240150041
drive,85.77562091359871,32.21538964060216
model,64.02184538029323,39.454661908976455
type,60.04460491305472,24.970853159597283
state,4.750994018630172,42.712104582148726
transmission,3.3178974652445805,6.034694518386395
title_status,3.0316490059097606e-13,7.905573396422852e-13
zip_prefix,-186.816011179875,76.1310292173316
