feature,importance_mean,importance_std
vehicle_age,633.2908163210396,109.93978195503567
year_num,503.162859675928,100.5146825611211
mileage_num,323.00164188110256,62.58207312988985
city,306.9691892048815,90.00894454045925
log_mileage,273.0646736257166,71.64317104050218
condition,183.6687893012542,32.26355997642152
seller_type,155.64675793151446,27.48489136798368
cylinders,122.97635328183105,39.01820481336708
model,94.46631078743685,62.65311751150259
type,84.13229903601693,32.39095369940203
make,84.0715371161213,49.624126824014866
fuel,80.31538465947645,21.23362725521241
drive,54.07644916772372,21.7967022089737
zip_prefix,-1.0610771520684163e-12,5.1627122247514e-13
title_status,-1.2126596023639042e-12,7.729218719749019e-13
transmission,-2.1407164805111583,4.651098438174719
state,-5.521960422928987,1.090507652555274
