feature,importance_mean,importance_std
log_mileage,790.3083472930848,126.24976720012363
vehicle_age,537.44267457986,99.58896348553208
seller_type,424.94907540477436,102.22341598673208
condition,133.45234978693557,45.43355341249797
year_num,21.720454509190436,17.80393234774519
make,0.0,0.0
drive,0.0,0.0
model,0.0,0.0
transmission,0.0,0.0
zip_prefix,0.0,0.0
title_status,0.0,0.0
fuel,0.0,0.0
state,0.0,0.0
mileage_num,0.0,0.0
city,0.0,0.0
cylinders,0.0,0.0
type,-11.305320994157228,7.281182138531352
