feature,importance_mean,importance_std
year_num,621.7643233414747,66.85870985880791
vehicle_age,577.825414508843,71.45292904216026
mileage_num,325.3256120196447,49.91438908029419
log_mileage,288.1909143054812,47.59432987507382
city,282.1768636783153,50.2468681807776
condition,189.90595094684085,27.022824309337892
seller_type,158.3174202675405,26.74566146028065
fuel,93.16964202771608,26.284018648328342
cylinders,92.78053743983901,27.17547316188092
make,91.76225960867636,35.337483427995465
type,84.788016700287,32.861518886639374
model,64.14179537975745,37.76804707684157
drive,37.596311509944464,10.29396110762045
state,0.5427942808544686,1.490182168811
zip_prefix,-3.637978807091713e-13,5.303219854654618e-13
title_status,-5.760133111228545e-13,6.093539087257578e-13
transmission,-2.8003135099488037,3.3646943770337465
