feature,importance_mean,importance_std
vehicle_age,2341.75620840534,174.72951384046945
log_mileage,1408.7295925527721,131.42779637461257
seller_type,540.9890179074735,121.43190316172415
type,402.99532553084254,130.08394676471323
cylinders,356.45356175724334,81.20357294991453
drive,349.95645795664547,74.66526722652797
condition,339.1059656412994,85.92656967825906
city,303.950162754691,73.10077072394668
model,163.5626633073419,79.43293448810977
fuel,162.052375770604,38.444492258244416
make,129.65707343312425,39.69318382057051
year_num,100.13195654233098,30.211226647675236
state,61.89405098293452,19.59068941076723
transmission,11.442040041198561,5.870371359308185
title_status,0.0,0.0
zip_prefix,0.0,0.0
mileage_num,0.0,0.0
