feature,importance_mean,importance_std
vehicle_age,1323.66251295955,128.32007852412443
log_mileage,888.3414529562077,135.0043001733
type,275.8541999759275,78.25486298420914
condition,250.22389037160818,73.65613454213363
city,113.25660071245044,16.093541333130794
cylinders,113.25362626277857,29.397606024705293
fuel,108.170153381431,43.979186833584876
model,88.15805029742975,48.14871564416021
seller_type,74.81285133850464,16.85965799507297
drive,61.464270726199295,36.82124546888175
year_num,11.297605089907242,15.876717124418239
title_status,0.0,0.0
transmission,0.0,0.0
mileage_num,0.0,0.0
zip_prefix,0.0,0.0
state,-1.9802121143990614,10.455966611236851
make,-71.01023150084232,73.03914905349058
