feature,importance_mean,importance_std
year_num,906.8292350096227,86.49835045227661
vehicle_age,858.7215677159451,80.56040687264303
log_mileage,498.9361468330491,71.3949067147306
mileage_num,444.10262815716203,69.29085989042142
city,433.89925975401707,61.5224315663169
fuel,243.31344959184807,51.08208058210312
make,232.57136599922427,58.52043424837711
condition,177.34962345024152,40.553050459572
cylinders,166.25160086609395,43.21694766516468
seller_type,161.41896393849706,27.967454812187203
type,130.45803424521364,27.70127618323724
drive,104.97801204620039,22.946811753443413
model,67.93788730938428,15.598871165129173
state,55.788189195163156,9.743232381875888
zip_prefix,19.150201257829575,9.232774450491075
title_status,0.0009725042301700644,0.0036387776362416546
transmission,-13.493056678647282,7.496580606039956
