feature,importance_mean,importance_std
vehicle_age,1686.5375958634243,168.3860541424049
log_mileage,837.4965445246478,165.2277819150003
city,422.45564190856686,121.88714992204822
make,231.05074050125884,23.073545210919207
condition,208.8257839590995,52.493261070207765
cylinders,177.6774584849742,40.93417142261774
model,168.63134733642383,56.20576266014985
seller_type,156.44215774503562,52.81547924351528
drive,89.76752941240902,31.1895971559828
fuel,84.73284530102215,25.5505295289243
type,34.45040288797688,22.468002588230522
state,7.51407974946366,3.9786491217283957
zip_prefix,5.553906322632126,2.8668650436558183
title_status,-0.012258949309762101,0.03113222875575714
transmission,-6.830428445092184,5.085169735295139
