feature,importance_mean,importance_std
vehicle_age,899.3104452760684,105.11859550709661
year_num,815.1017413799499,98.76883204657874
log_mileage,531.358482236399,42.01068905532497
mileage_num,482.74895419794484,39.710065298306915
city,418.23569245524027,45.45938952647892
fuel,249.8267170808454,58.03641707390232
make,240.75807307814168,63.92267848822697
cylinders,211.04333735842386,44.54742688924471
condition,203.0027872986705,24.288259715366223
seller_type,145.24754180188333,29.096255355736936
drive,120.44000611987043,19.171536279283544
type,118.53616358706616,43.82045439793483
model,57.06154716300561,13.39557176457152
state,18.75613953505084,2.7043716243908467
zip_prefix,15.313666861017586,2.0480235500481956
title_status,0.0,0.0
transmission,-5.3122395336955375,5.27667084317056
