feature,importance_mean,importance_std
vehicle_age,1391.3129440254772,151.74655967992663
log_mileage,1357.0625693731536,173.20749158353323
city,389.15121287893777,91.50160674550679
condition,360.516322657267,154.25620620117013
cylinders,333.8365843682676,79.84392726455859
drive,219.65846141995942,71.1878672279299
type,198.9699921917546,56.2864221050871
fuel,159.63427897892532,53.864497295529205
seller_type,145.3719429631224,47.47708647979356
make,137.5042982699193,65.52402541621306
model,59.90052026992089,42.404332188351866
year_num,30.605604084973614,32.881422206457415
transmission,23.740783518227666,30.10290125470989
state,21.66634740806967,20.163707808742107
title_status,0.0,0.0
zip_prefix,0.0,0.0
mileage_num,0.0,0.0
