feature,importance_mean,importance_std
vehicle_age,2185.770563104423,187.6253892460186
log_mileage,1248.5450469274053,142.53341474928976
seller_type,481.85229667021997,97.56455040029896
type,397.7725557813375,157.77898706053628
cylinders,351.4435862860246,57.294427649818616
drive,342.281090123469,81.05019668743849
condition,266.735662097447,84.80347086391674
city,230.2223494702634,51.176233196958236
model,168.07090317947726,60.632115334819304
fuel,165.93605625691947,55.50314260676503
make,116.01035858133694,47.39285244868886
year_num,112.20807367868217,29.525012199089588
state,80.57751470138307,15.7371555382198
transmission,51.226118074548204,25.604312209694406
title_status,0.0,0.0
zip_prefix,0.0,0.0
mileage_num,0.0,0.0
