feature,importance_mean,importance_std
year_num,444.42572160375494,90.29935108966485
vehicle_age,373.3399464449343,72.1463333323361
city,275.93990733465677,51.61357151110807
log_mileage,241.0920131452966,49.222513369235344
mileage_num,186.72381352141306,49.97570227828604
condition,172.89572148926064,55.06246533485826
make,109.46070852546481,27.245450321381266
type,106.35656554253009,24.33921676332983
fuel,96.60760627699871,29.682909747490562
cylinders,88.14250862018766,26.622349512710336
seller_type,74.08378446875234,14.154222032866837
drive,34.124338648076204,8.986060665566388
model,28.033630193887287,27.904177604384707
title_status,7.275957614183426e-13,3.637978807091713e-13
zip_prefix,6.97279271359245e-13,4.3512348973330896e-13
state,-0.8253986799625334,0.6183003609629732
transmission,-8.285178658680918,3.3043062026051353
