feature,importance_mean,importance_std
vehicle_age,1886.9369613008816,196.0068347482826
log_mileage,1439.5778154451175,143.80101615490324
cylinders,476.7125189624614,88.39298518594853
condition,471.4456658042388,74.0240198485187
seller_type,259.4470423126376,40.64097191041753
type,250.47214721332512,90.57559964573623
city,226.04813099483283,91.4903646962445
model,219.63309864153308,77.11467068848027
drive,206.21553044413255,51.27000325852503
fuel,176.80651881454543,46.51975935756312
year_num,79.84569681355751,15.144229422290497
make,48.072350973401385,16.653526395786045
state,16.57729175204216,9.738262404112973
transmission,16.058390254003704,7.787255367549554
title_status,0.0,0.0
zip_prefix,0.0,0.0
mileage_num,0.0,0.0
