feature,importance_mean,importance_std
year_num,990.9536251770784,45.510875956722515
vehicle_age,948.2259950485027,53.34240884438245
mileage_num,537.1806553339461,40.019952486545336
log_mileage,524.8053208338745,44.203801818617926
city,356.96075171265244,33.393214868734844
fuel,264.3650165503363,44.8709976205962
condition,250.3360860453033,32.97966151779468
make,242.112493947591,75.79581834346104
cylinders,190.67149468084938,38.07620917463506
type,180.62781419479367,39.9715167278571
seller_type,109.20646677541104,13.580289843098413
drive,89.20725290936161,13.6102443725077
model,31.563186577403606,12.273221552386238
zip_prefix,18.871163437026038,2.5361670991291354
state,17.384673071855197,3.2529115065806877
title_status,0.0,0.0
transmission,-1.2508576813484373,6.178981302481913
