feature,importance_mean,importance_std
vehicle_age,2192.187254305458,197.6245692913051
log_mileage,1214.8469481244508,167.96349138405668
cylinders,680.0125575797305,158.11576091137366
city,588.0266057011063,114.23613241971272
condition,330.0228570758032,57.596981641186616
seller_type,237.92353047414477,53.98117619963694
fuel,220.44429965646273,57.165436607875776
drive,212.9264531026919,58.7754030842736
type,184.7748419598738,75.34250325877504
model,113.24888078966855,74.42064913318451
make,90.70102909238761,29.5279562853334
year_num,59.31147636349782,27.652928767958283
state,44.28258623602809,23.91642561719772
transmission,9.658040396301082,13.397792313229898
title_status,0.0,0.0
zip_prefix,0.0,0.0
mileage_num,0.0,0.0
