feature,importance_mean,importance_std
vehicle_age,2043.1861966806246,119.28789782546824
log_mileage,1214.445225268959,91.23854750888925
city,580.9812358911918,63.072088730221424
make,288.73912945901395,56.72042114620178
seller_type,283.1324170500284,32.04324024813151
cylinders,263.67390860677267,57.060791278753456
fuel,255.80710242300088,46.65677495704697
condition,251.00789128757876,34.43966845298546
type,164.15018393597427,37.1174864775466
drive,122.69269542912319,24.000561615983067
model,72.29472216043565,12.600683366747557
state,48.1856977240221,25.05453946763978
zip_prefix,13.33442393112191,4.363998697973822
title_status,-3.0316490059097606e-13,2.1436995702562475e-13
transmission,-5.22115577304318,7.778981495308164
