feature,importance_mean,importance_std
vehicle_age,998.8818020810755,105.25118500009582
year_num,955.6322945776876,100.10100005269321
mileage_num,647.028794113214,60.5055082299515
log_mileage,591.8820469720556,58.24022282784479
city,530.062312833122,48.6111267177506
make,267.07734173698054,46.57079722908263
cylinders,255.06576194992707,79.46467671871876
fuel,248.65238274693056,46.03326737463105
condition,194.13301907201722,26.845521958838013
seller_type,183.24327774281963,34.3660926721664
type,144.0368629784296,44.960045134302504
drive,105.1794958551813,19.930072118779236
model,80.16892474200895,15.62628604898089
state,57.759954731148746,26.101619217864727
zip_prefix,27.51725934761083,6.162938560693913
title_status,0.0,0.0
transmission,-5.495767035669845,2.6077287107780354
