feature,importance_mean,importance_std
log_mileage,1549.381981242022,176.61750872065284
vehicle_age,903.7964833074263,86.92221113879756
cylinders,486.37869034285507,129.10502352045214
condition,420.6283670225795,84.34543684946063
city,263.9119945204383,69.99296409875498
type,178.71027983878412,83.536173249473
make,67.50002311576269,13.85336004566415
fuel,62.433813612537776,21.932561237582817
drive,54.45183747128176,98.60831162778456
year_num,40.797159062560176,18.185776691154025
model,39.33170319359572,33.28916080151449
seller_type,30.193936559988956,76.8692950899945
transmission,9.919390825278182,6.8189021829548295
title_status,0.0,0.0
state,0.0,0.0
zip_prefix,0.0,0.0
mileage_num,0.0,0.0
