feature,importance_mean,importance_std
vehicle_age,1955.4353178017893,288.05242345109633
log_mileage,1027.7435591999567,121.78631193604691
city,491.6639328044731,160.86658649243057
condition,259.55532023515616,79.96384927588329
seller_type,183.58472018899923,48.774071929364986
make,173.75973875939343,103.87365619139204
fuel,126.1739581011507,28.676610525280665
model,124.56550534979127,63.47241200206444
cylinders,122.99497159987817,63.483526785914265
type,100.03837083471299,32.94719765798757
drive,41.70326838603835,21.67701672782794
state,22.367274247985673,4.901565169213485
zip_prefix,10.90290775390422,4.539949011939639
title_status,0.03802073656476447,0.38694732589964453
transmission,-5.839639201810072,4.414152956546913
