feature,importance_mean,importance_std
vehicle_age,1824.481523871539,184.8587596826131
log_mileage,1529.9669339674945,119.85076704054514
type,408.33592704061465,111.94952176238237
seller_type,385.5097485388204,76.80475118850838
model,310.63192995486656,119.40348067319681
cylinders,271.50289476457596,85.5485716019801
condition,241.60767936697732,77.4754433999772
drive,148.59294602382832,70.79022350263647
city,136.60778425874398,37.23348193303644
fuel,111.31265525953658,27.922811914689895
state,49.41941652801794,12.736925393699764
make,18.17320913180847,28.765497649756608
year_num,15.570217899355127,17.1028176082398
title_status,0.0,0.0
transmission,0.0,0.0
zip_prefix,0.0,0.0
mileage_num,0.0,0.0
