feature,importance_mean,importance_std
vehicle_age,599.9998941929623,66.04190195902314
year_num,515.0344480748913,59.171683661410356
log_mileage,334.9965051382946,49.66243860487667
mileage_num,322.4409870857729,48.84355428938458
city,266.82989612427525,63.43718262474028
condition,178.46816537829503,26.52594916062877
make,160.31128050638745,38.7649298643392
cylinders,148.24015550159456,28.045491400777134
type,143.28861080546992,34.71984980247576
seller_type,103.58593530740879,21.79662293871976
fuel,89.8578517221979,27.6824967688321
model,86.80623320261186,32.32849073006076
drive,61.840016295647395,21.6273115400942
state,27.075719239000378,14.583325802939402
zip_prefix,5.370589960495303,20.393524498758058
title_status,-1.5158245029548803e-13,8.890540083554503e-13
transmission,-13.570854319964686,6.763762442380491
