feature,importance_mean,importance_std
city,646.8896606067841,84.4050825028463
condition,340.9145659753828,65.20849180710375
mileage_num,212.73003201141054,37.39306034160258
year_num,198.0874677720284,42.77465832547255
vehicle_age,160.87742832932454,34.31378938942276
fuel,129.2113448823066,40.52600494886934
drive,123.64759908680705,38.86991072290458
seller_type,70.02671898564294,11.313243124953246
cylinders,57.85569704750075,8.295120383913275
log_mileage,48.39144938260154,12.171447896366933
model,47.37477294689064,21.601462367519524
type,39.62002868955636,14.461203034437835
make,25.95724795004256,21.989697938090274
zip_prefix,3.637978807091713e-13,6.47383073375829e-13
title_status,6.063298011819522e-14,2.2686783794136266e-13
transmission,-0.783853907488871,3.614039762798564
state,-2.4364267857083783,3.358370184254731
