feature,importance_mean,importance_std
vehicle_age,2074.8996671287236,286.4455572919314
log_mileage,1199.3287465827584,247.77591603419427
seller_type,381.86187743118546,95.67758348518174
type,359.2155096458358,133.24108159988336
cylinders,325.7904198014608,85.78447745900245
condition,271.879048224946,91.45838865842049
model,218.02051611432555,82.12262285998095
drive,213.35773380907628,89.21561803452519
city,208.74460464963911,54.76349274387175
fuel,92.85867844457228,78.22607674893082
make,90.3314241991562,42.78818669903724
year_num,52.0854854587923,26.856122820398888
transmission,35.935669901290204,16.76955860142292
state,30.303651954141213,18.11565850151903
title_status,0.0,0.0
zip_prefix,0.0,0.0
mileage_num,0.0,0.0
