feature,importance_mean,importance_std
vehicle_age,2153.585219245857,208.03130339681246
log_mileage,1815.1539688073794,112.29121352773144
type,532.5878902826742,110.36820240818237
seller_type,496.184620386819,84.55988047087709
condition,472.25653936656374,113.37974298559301
model,363.36079901639533,92.44815265864511
cylinders,335.1802084270101,67.56200361043918
fuel,224.38373159590938,44.48182425309671
drive,203.48339096845046,66.92367819174163
make,170.16291746429687,45.11943022097601
year_num,91.34837779226625,19.236596361868248
state,64.01558365442452,16.241274885948496
city,54.77568003983094,14.557681697793104
transmission,31.011349866264574,10.507365522039422
title_status,0.0,0.0
zip_prefix,0.0,0.0
mileage_num,0.0,0.0
