feature,importance_mean,importance_std
vehicle_age,1885.6411900805842,251.31846381313966
log_mileage,1222.7355806460414,175.40076668321623
city,344.36768256230533,101.4079996397634
seller_type,256.39616148158143,61.819333002618286
condition,254.84450715050795,67.93896264757002
make,234.94742052580114,81.91697870645228
cylinders,139.90142734375596,50.607567541816536
model,139.3650951848167,106.7739815419169
fuel,98.48641202804374,31.425503791775746
type,93.28053247218556,56.295692077728454
drive,72.6962079520065,35.64574691403352
state,18.03412199856848,5.254689286909145
title_status,0.03240642548626056,0.08963443184952875
zip_prefix,-1.1823431123048067e-12,7.928790989427714e-13
transmission,-1.091116227815261,4.569895571156951
