feature,importance_mean,importance_std
log_mileage,975.9852289133293,162.5082360524065
mileage_num,809.2898483460648,158.75603880100735
vehicle_age,621.9454128964552,128.9363993570215
year_num,601.138555320833,94.77963212189682
condition,262.07322226810135,29.8649625834805
fuel,155.5127149872696,22.360454509508596
make,142.1969671960509,55.69584923188397
model,54.51712218122896,22.417545826023847
transmission,2.506443095714834,21.988090806481907
seller_type,0.0,0.0
type,0.0,0.0
title_status,0.0,0.0
drive,0.0,0.0
zip_prefix,0.0,0.0
city,0.0,0.0
state,0.0,0.0
cylinders,0.0,0.0
