feature,importance_mean,importance_std
vehicle_age,588.1595371279695,98.29320647926187
year_num,513.049559443822,88.73126139089683
mileage_num,332.44609068553456,43.235832870134
log_mileage,307.3356275077222,40.98569103608041
city,186.60034305654153,58.57947384293463
seller_type,156.9312224746977,21.08290744516431
condition,156.45402665606568,37.288772242757986
make,153.66217892305977,48.548848920845295
cylinders,121.36086822037996,27.18306155818854
type,118.25565884553774,43.64172874572932
fuel,94.50545288549753,28.4765817629126
drive,76.39489202616808,22.397158126040594
model,66.00707318247292,40.78915037064796
state,11.754340447023454,11.523329566764172
zip_prefix,10.700394819844375,22.473963147765556
title_status,-9.094947017729283e-14,3.403017569120439e-13
transmission,-11.22568089432707,7.5119704372708185
