feature,importance_mean,importance_std
vehicle_age,605.2441905373138,60.478870795633604
year_num,557.6190036944479,54.349025470378436
log_mileage,337.8235805889064,78.65512055114961
mileage_num,294.705988416858,60.187468643028964
city,269.7174935280764,57.19238927255995
condition,163.6842922335899,51.69123764278298
seller_type,109.13062318545302,25.515061906856403
fuel,108.549808705545,28.15563162522723
make,99.1250357825541,37.02119278059106
type,86.60829455030886,24.278350714024427
cylinders,68.1395480221784,27.418982856774957
model,40.38434133774511,24.18249102609336
drive,37.77873673053382,10.69498726735684
title_status,1.5158245029548803e-13,5.162712224751401e-13
zip_prefix,1.2126596023639043e-13,3.0916874878996075e-13
state,-4.195016612226967,1.5349435770761108
transmission,-14.214227154658936,4.574371279714076
