feature,importance_mean,importance_std
vehicle_age,1049.6731975411064,134.59521489558074
log_mileage,1038.3118716265403,132.158736582992
city,427.42095001180604,84.96296192023041
seller_type,286.24774667970473,96.95532470877987
cylinders,269.37050394042734,78.56645807063092
type,269.2670830387155,93.67073487981426
drive,149.90542839533546,66.27429162264701
condition,149.77107980020554,98.93744472791506
model,88.87405163041689,100.2153983381713
fuel,80.47511662148318,23.981245753835054
make,62.12733742176172,42.08207815062417
state,47.96425273100867,12.015035588356126
transmission,2.248182254248968,9.802341756125665
title_status,0.0,0.0
zip_prefix,0.0,0.0
mileage_num,0.0,0.0
year_num,-17.186377427805805,23.995535428981942
