feature,importance_mean,importance_std
vehicle_age,955.5763059426391,87.19460534322415
condition,703.5155038749232,92.51715263370747
log_mileage,465.58917230744663,40.59002948932373
model,421.67324630955034,75.91526777986536
city,341.9260804461501,57.23892996891416
make,332.62278169798356,52.6715339106626
cylinders,232.348631208791,51.1587122809287
fuel,219.37071768138625,30.930469739497827
seller_type,127.59078391420475,34.70922762983754
type,96.4205641522643,48.04946716269605
drive,72.77076773755711,20.448321235952225
zip_prefix,19.476136825458283,41.56726419046309
transmission,3.6046189503928874,10.91048059185608
state,3.072022898549191,11.804075465494403
title_status,-9.39811191832026e-13,4.831653450464494e-13
