run_id,model,target_strategy,trial_id,params,val_mae,val_rmse,val_mape,val_bias,val_composite
2026041006,HistGradientBoostingRegressor,raw,1,"{""learning_rate"": 0.08, ""max_depth"": null, ""max_iter"": 250, ""max_leaf_nodes"": 31, ""min_samples_leaf"": 40}",6608.931437427882,11080.884353600855,93.25468002002194,-3327.0278035822275,7035.876984741752
2026041006,HistGradientBoostingRegressor,raw,2,"{""learning_rate"": 0.08, ""max_depth"": 6, ""max_iter"": 200, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 28}",5361.947879827514,10039.23544057959,60.84125918722767,-3226.209809630899,5774.19114558467
2026041006,HistGradientBoostingRegressor,raw,3,"{""learning_rate"": 0.08, ""max_depth"": 10, ""max_iter"": 200, ""max_leaf_nodes"": 31, ""min_samples_leaf"": 40}",6893.560091554969,11321.912047272283,98.55739314191865,-3311.613731759715,7319.258519484316
2026041006,HistGradientBoostingRegressor,raw,4,"{""learning_rate"": 0.05, ""max_depth"": 6, ""max_iter"": 200, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 28}",6088.005630542709,10474.597598124134,75.50025580381069,-3160.7923101358906,6493.487201754326
2026041006,HistGradientBoostingRegressor,raw,5,"{""learning_rate"": 0.05, ""max_depth"": null, ""max_iter"": 200, ""max_leaf_nodes"": 31, ""min_samples_leaf"": 28}",6079.931934587081,10438.176592896361,75.75303972657127,-3138.478155942841,6482.644754782463
2026041006,HistGradientBoostingRegressor,raw,6,"{""learning_rate"": 0.03, ""max_depth"": 10, ""max_iter"": 250, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 40}",7448.054433457917,11871.269410205363,111.75352226667532,-3154.181133328928,7856.2343429829025
2026041006,HistGradientBoostingRegressor,raw,7,"{""learning_rate"": 0.05, ""max_depth"": null, ""max_iter"": 250, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 40}",7279.315240795146,11629.954433280855,105.53350264324311,-3275.2266095225027,7701.417320021048
2026041006,HistGradientBoostingRegressor,raw,8,"{""learning_rate"": 0.03, ""max_depth"": null, ""max_iter"": 250, ""max_leaf_nodes"": 63, ""min_samples_leaf"": 20}",5067.695578703315,10269.553824509587,51.44504593267574,-3238.435175880065,5481.9816843701965
2026041006,HistGradientBoostingRegressor,raw,9,"{""learning_rate"": 0.05, ""max_depth"": null, ""max_iter"": 250, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 28}",5780.143318521805,10235.233731471582,69.74678155867338,-3188.5622368263103,6188.358871269641
2026041006,HistGradientBoostingRegressor,raw,10,"{""learning_rate"": 0.08, ""max_depth"": null, ""max_iter"": 200, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}",4607.453243237613,10147.518913344005,41.86838004927792,-3164.818337174878,5012.600240981958
