run_id,model,target_strategy,trial_id,params,val_mae,val_rmse,val_mape,val_bias,val_composite
2026041007,HistGradientBoostingRegressor,log,1,"{""learning_rate"": 0.08, ""max_depth"": null, ""max_iter"": 250, ""max_leaf_nodes"": 31, ""min_samples_leaf"": 40}",3429.7016896455775,5515.9996193953175,68.2845219274371,-562.7517152855613,3511.021894528333
2026041007,HistGradientBoostingRegressor,log,2,"{""learning_rate"": 0.08, ""max_depth"": 6, ""max_iter"": 200, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 28}",3090.570145226631,4833.917531482553,57.51062047192414,-383.8452660821284,3148.716370985193
2026041007,HistGradientBoostingRegressor,log,3,"{""learning_rate"": 0.08, ""max_depth"": 10, ""max_iter"": 200, ""max_leaf_nodes"": 31, ""min_samples_leaf"": 40}",3447.824101415305,5562.303847481843,71.22424746715316,-635.757657329082,3538.020779913499
2026041007,HistGradientBoostingRegressor,log,4,"{""learning_rate"": 0.05, ""max_depth"": 6, ""max_iter"": 200, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 28}",3086.676251902182,4817.102386064263,62.98690850105238,-533.7508762639942,3162.769113019022
2026041007,HistGradientBoostingRegressor,log,5,"{""learning_rate"": 0.05, ""max_depth"": null, ""max_iter"": 200, ""max_leaf_nodes"": 31, ""min_samples_leaf"": 28}",3075.9395953957655,4856.927470203597,62.14306811168532,-449.0096174545962,3141.9630681658264
2026041007,HistGradientBoostingRegressor,log,6,"{""learning_rate"": 0.03, ""max_depth"": 10, ""max_iter"": 250, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 40}",3542.902868462189,5693.89252563889,79.68166853636073,-910.9080038834336,3666.4465602422983
2026041007,HistGradientBoostingRegressor,log,7,"{""learning_rate"": 0.05, ""max_depth"": null, ""max_iter"": 250, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 40}",3442.1696709009257,5589.147306204234,73.7726981622522,-753.7905975075349,3546.5974108673404
2026041007,HistGradientBoostingRegressor,log,8,"{""learning_rate"": 0.03, ""max_depth"": null, ""max_iter"": 250, ""max_leaf_nodes"": 63, ""min_samples_leaf"": 20}",2968.441665104803,4694.955489589982,57.326232357163306,-329.82152902812857,3019.7576373121537
2026041007,HistGradientBoostingRegressor,log,9,"{""learning_rate"": 0.05, ""max_depth"": null, ""max_iter"": 250, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 28}",3062.429387737062,4811.054649426426,59.65292036567258,-284.7106841331308,3108.622306456604
2026041007,HistGradientBoostingRegressor,log,10,"{""learning_rate"": 0.08, ""max_depth"": null, ""max_iter"": 200, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}",2946.033068265022,4673.177249532793,50.847269651113045,-229.8100507390462,2985.2932174775397
2026041007,HistGradientBoostingRegressor,log,11,"{""learning_rate"": 0.03, ""max_depth"": 10, ""max_iter"": 200, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 28}",3190.8121654653974,5050.851312958733,69.32369181706922,-623.2893379829271,3278.2340143057454
2026041007,HistGradientBoostingRegressor,log,12,"{""learning_rate"": 0.05, ""max_depth"": 10, ""max_iter"": 250, ""max_leaf_nodes"": 31, ""min_samples_leaf"": 20}",2993.2847408972525,4842.764049131615,52.880232276336024,-253.354816865877,3035.794229043987
2026041007,HistGradientBoostingRegressor,log,13,"{""learning_rate"": 0.03, ""max_depth"": 6, ""max_iter"": 250, ""max_leaf_nodes"": 63, ""min_samples_leaf"": 20}",3019.3819922130974,4824.066014579386,59.805787336689484,-592.596193125911,3102.5537004246553
2026041007,HistGradientBoostingRegressor,log,14,"{""learning_rate"": 0.05, ""max_depth"": 6, ""max_iter"": 250, ""max_leaf_nodes"": 31, ""min_samples_leaf"": 20}",2972.6230497110773,4692.138300437692,53.987402922339264,-374.12911995773686,3029.2488898571
2026041007,HistGradientBoostingRegressor,log,15,"{""learning_rate"": 0.03, ""max_depth"": 10, ""max_iter"": 200, ""max_leaf_nodes"": 63, ""min_samples_leaf"": 20}",2981.8395577237306,4791.319362817585,59.73733799205374,-480.9202808246863,3051.528289829737
2026041007,HistGradientBoostingRegressor,log,16,"{""learning_rate"": 0.03, ""max_depth"": 10, ""max_iter"": 250, ""max_leaf_nodes"": 31, ""min_samples_leaf"": 20}",2943.8114049633577,4740.908059000325,56.77715234231972,-513.7705298202931,3017.316138689294
2026041007,HistGradientBoostingRegressor,raw,1,"{""learning_rate"": 0.08, ""max_depth"": null, ""max_iter"": 250, ""max_leaf_nodes"": 31, ""min_samples_leaf"": 40}",4085.714336326989,5651.935721038708,122.42290396407202,1104.1054147726456,4232.336825402303
2026041007,HistGradientBoostingRegressor,raw,2,"{""learning_rate"": 0.08, ""max_depth"": 6, ""max_iter"": 200, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 28}",3574.5558834059184,5215.384901657259,99.18433322809031,1051.9240626218414,3713.8252331746826
2026041007,HistGradientBoostingRegressor,raw,3,"{""learning_rate"": 0.08, ""max_depth"": 10, ""max_iter"": 200, ""max_leaf_nodes"": 31, ""min_samples_leaf"": 40}",4104.060077579941,5699.444853569554,127.9979078826451,1149.170158489626,4256.209108732621
2026041007,HistGradientBoostingRegressor,raw,4,"{""learning_rate"": 0.05, ""max_depth"": 6, ""max_iter"": 200, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 28}",3637.59642499801,5267.972645829841,105.25467285370824,1238.5144960487999,3799.3880961384407
2026041007,HistGradientBoostingRegressor,raw,5,"{""learning_rate"": 0.05, ""max_depth"": null, ""max_iter"": 200, ""max_leaf_nodes"": 31, ""min_samples_leaf"": 28}",3653.1409375483063,5254.081122565768,104.56909575015227,1176.3075417614562,3807.4330453660955
2026041007,HistGradientBoostingRegressor,raw,6,"{""learning_rate"": 0.03, ""max_depth"": 10, ""max_iter"": 250, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 40}",4018.3857743850026,5761.840665824764,129.9489351596098,883.844066120517,4138.851663984026
2026041007,HistGradientBoostingRegressor,raw,7,"{""learning_rate"": 0.05, ""max_depth"": null, ""max_iter"": 250, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 40}",4108.403549244502,5712.274695676457,129.8583411437301,1052.2819344681043,4248.958068119865
2026041007,HistGradientBoostingRegressor,raw,8,"{""learning_rate"": 0.03, ""max_depth"": null, ""max_iter"": 250, ""max_leaf_nodes"": 63, ""min_samples_leaf"": 20}",3503.081719842036,5378.519267883868,98.85534491671662,1248.8682692158884,3666.3922103176524
2026041007,HistGradientBoostingRegressor,raw,9,"{""learning_rate"": 0.05, ""max_depth"": null, ""max_iter"": 250, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 28}",3608.7747554411058,5230.262276410558,99.84698494290285,1114.1320216924278,3755.5462537352237
2026041007,HistGradientBoostingRegressor,raw,10,"{""learning_rate"": 0.08, ""max_depth"": null, ""max_iter"": 200, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}",3426.933237373668,5431.747314340415,84.67157839132747,917.669267360179,3550.6329177427406
2026041007,HistGradientBoostingRegressor,raw,11,"{""learning_rate"": 0.03, ""max_depth"": 10, ""max_iter"": 200, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 28}",3675.976669002188,5259.488063650426,117.07963696017467,1166.0609466355704,3829.0527027575827
